mu,sampler,wasserstein_distance,r_hat,ess,runtime
5,HMC,0.2785045925857774,1.0253527022418711,738.3545463900533,5.936741828918457
6,HMC,0.0489421583880341,1.0305566524769008,518.5707751477241,5.752859830856323
7,HMC,0.28699403134371915,1.052144228668486,256.46799508439165,5.963919162750244
8,HMC,0.8032175041532932,1.351489479368113,45.20751189848363,5.783437967300415
9,HMC,0.8885241577126916,1.405592725159192,41.648251834453184,5.864051818847656
10,HMC,0.5113351761499985,1.329121200239159,47.48164454023338,5.879739999771118
11,HMC,0.5540496558049577,1.3296405900855095,47.36968791778975,5.8884501457214355
12,HMC,0.6073677260488146,1.3294434960768375,47.413474013344576,5.894231081008911
13,HMC,1.2707754017584925,1.4127420254912475,41.17702772104166,5.968441724777222
14,HMC,0.7005677410431006,1.3298326531003977,47.3968939327152,5.844544887542725
15,HMC,1.4820830015424387,1.4104660769380142,41.27425212803646,5.773408651351929
16,HMC,1.5505786159461696,1.4114742172290244,41.300804071817915,5.831333637237549
17,HMC,1.7054749731903933,1.4121383832756413,41.44682132664725,5.701425552368164
18,HMC,1.8126945612560035,1.4104810233801828,41.24391591254735,6.127701044082642
19,HMC,0.9643382095509182,1.3292405694072924,47.66363477463198,6.0468878746032715
20,HMC,1.0188487523616705,1.3295022105663576,47.94978123889622,5.811380386352539
